ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-4043385,Source1,2,2022-05-02 11:21:30+00:00,2022-05-02 13:30:10+00:00,40.799718,-73.926249,40.801417,-73.931168,0.283,Stationary traffic from Bronx Shore Rd to FDR Dr S due to accident.,Robert F Kennedy Brg,New York,New York,NY,10035,US,US/Eastern,KNYC,2022-05-02 11:16:00,55.0,55.0,89.0,29.94,4.0,ENE,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4043574,Source1,2,2022-06-25 16:10:28+00:00,2022-06-25 17:52:16+00:00,40.756843,-73.995174,40.75695200000001,-73.99526,0.009,Incident on LINCOLN TUNL near LINCOLN TUNL Drive with caution.,Lincoln Tunl W,New York,New York,NY,10018,US,US/Eastern,KNYC,2022-06-25 15:51:00,88.0,88.0,30.0,29.98,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4043775,Source1,2,2022-09-12 16:06:47+00:00,2022-09-12 17:37:37+00:00,40.709397,-73.99414200000002,40.702799,-74.008425,0.8759999999999999,Incident on FDR DR near FDR DR Drive with caution.,FDR Dr S,New York,New York,NY,10002,US,US/Eastern,KJRB,2022-09-12 15:51:00,81.0,81.0,62.0,29.7,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4044137,Source1,2,2022-06-21 20:56:00+00:00,2022-06-21 21:08:00+00:00,40.846059,-73.930479,40.849435,-73.941266,0.61,Slow traffic on I-95 S - US-1 S - Trans-Manhattan Expy W from Washington Bridge (Lower Level Split) (George Washington Bridge (Upper Level)/I-95) to US-9/178th St/Henry Hudson Pkwy (George Washington Bridge (Upper Level)/I-95) due to accident.,I-95 S,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-06-21 20:51:00,65.0,65.0,87.0,30.01,5.0,CALM,0.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-4044170,Source1,2,2022-06-21 10:16:00+00:00,2022-06-21 16:12:10+00:00,40.821444,-73.934363,40.841272,-73.931764,1.3769999999999998,Slow traffic on Harlem River Dr N from 5th Ave/Exit 22 (Harlem River Dr) to Dyckman St/10th Ave (Harlem River Dr) due to accident.,Harlem River Dr N,New York,New York,NY,10039,US,US/Eastern,KNYC,2022-06-21 09:51:00,72.0,72.0,49.0,30.05,8.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4044874,Source1,2,2022-09-29 22:25:34+00:00,2022-09-30 00:10:16+00:00,40.760542,-73.958348,40.761158,-73.957899,0.049,Incident on YORK AVE near YORK AVE Expect long delays., York Ave,New York,New York,NY,10065-8705,US,US/Eastern,KNYC,2022-09-29 22:51:00,58.0,58.0,53.0,30.25,10.0,VAR,3.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-4045440,Source1,2,2022-08-19 13:43:07+00:00,2022-08-19 16:47:22+00:00,40.752166,-73.964454,40.789385,-73.93729300000003,2.938,Slow traffic on FDR Dr N from 42nd St/Tunnel Exit St (FDR Dr) to 106th St/Exit 15 (FDR Dr) due to accident.,FDR Dr N,New York,New York,NY,10017,US,US/Eastern,KNYC,2022-08-19 13:51:00,90.0,90.0,28.0,29.95,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-4045441,Source1,2,2022-05-31 14:16:23+00:00,2022-05-31 18:11:40+00:00,40.737408,-73.97431800000003,40.777555,-73.94273100000002,3.229,Stationary traffic from 20th St/E 7th St/Exit 7 (FDR Dr) to 96th St/Exit 14 (FDR Dr) due to accident.,FDR Dr N,New York,New York,NY,10010,US,US/Eastern,KNYC,2022-05-31 13:51:00,91.0,91.0,36.0,29.83,10.0,VAR,6.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4045442,Source1,2,2022-05-22 12:56:13+00:00,2022-05-22 14:20:43+00:00,40.732799,-73.974171,40.772924,-73.944601,3.175,Stationary traffic from 20th St/E 7th St/Exit 7 (FDR Dr) to 96th St/Exit 14 (FDR Dr) due to accident.,FDR Dr N,New York,New York,NY,10009,US,US/Eastern,KJRB,2022-05-22 12:51:00,86.0,86.0,49.0,29.9,10.0,VAR,3.0,0.0,Fair,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4045443,Source1,2,2022-03-11 20:49:00+00:00,2022-03-11 22:12:00+00:00,40.756383,-73.96040500000002,40.775791,-73.942462,1.6369999999999998,Slow traffic from 53rd St/Exit 11 (FDR Dr) to 96th St/Exit 14 (FDR Dr) due to accident.,FDR Dr N,New York,New York,NY,10022,US,US/Eastern,KNYC,2022-03-11 20:51:00,45.0,,82.0,29.8,10.0,,,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4045702,Source1,2,2022-10-03 00:43:14+00:00,2022-10-03 03:01:49+00:00,40.781001,-73.927775,40.778432,-73.925843,0.204,MTA Bridges &amp; Tunnels: Crash on Robert F. Kennedy Bridge southbound Center Span (New York) 3 Right lanes of 4 lanes blocked,Robert F Kennedy Brg W,New York,New York,NY,10035,US,US/Eastern,KNYC,2022-10-03 00:51:00,50.0,50.0,59.0,30.09,10.0,ENE,9.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4045703,Source1,2,2022-08-07 09:25:26+00:00,2022-08-07 11:02:33+00:00,40.781709,-73.92830699999998,40.779945,-73.92698100000001,0.14,Incident on I-278 near I-278 Drive with caution.,Robert F Kennedy Brg W,New York,New York,NY,10035,US,US/Eastern,KNYC,2022-08-07 09:25:00,82.0,82.0,74.0,30.1,10.0,SW,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4045769,Source1,2,2022-08-25 14:41:08+00:00,2022-08-25 18:29:49+00:00,40.710997,-73.98008399999998,40.706727,-74.002124,1.1909999999999998,Slow traffic on FDR Dr S from Grand St/Exit 4 (FDR Dr) to Brooklyn Bridge/Exit 2 (FDR Dr) due to accident.,FDR Dr S,New York,New York,NY,10002,US,US/Eastern,KJRB,2022-08-25 14:51:00,89.0,89.0,29.0,29.91,10.0,VAR,3.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4045798,Source1,2,2022-07-25 18:02:41+00:00,2022-07-25 19:34:05+00:00,40.71346,-74.014059,40.712192,-74.01438,0.089,Incident on WEST ST near WEST ST Drive with caution., West St,New York,New York,NY,10007,US,US/Eastern,KJRB,2022-07-25 16:51:00,81.0,81.0,82.0,29.75,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4045902,Source1,2,2022-12-11 13:15:55+00:00,2022-12-11 14:44:51+00:00,40.850278,-73.94614,40.845972,-73.931574,0.8170000000000001,Incident on GEORGE WASHINGTON BRG EB near MANHATTAN EXPY Right lane blocked. Expect delays.,George Washington Brg,New York,New York,NY,10032,US,US/Eastern,KNYC,2022-12-11 12:51:00,39.0,33.0,82.0,30.06,9.0,ENE,8.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4045905,Source1,2,2022-04-04 05:23:09+00:00,2022-04-04 07:52:11+00:00,40.850464,-73.946908,40.846096,-73.931061,0.882,Port Authority NY/NJ: Crash on George Washington Bridge Upper Level eastbound New York Side (New York) All lanes blocked,George Washington Brg,New York,New York,NY,10032,US,US/Eastern,KNYC,2022-04-04 05:51:00,40.0,34.0,63.0,29.83,10.0,WNW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-4046198,Source1,2,2022-11-03 11:18:00+00:00,2022-11-03 13:29:25+00:00,40.851604,-73.952048,40.853003,-73.95909,0.381,Port Authority NY/NJ: Crash on George Washington Bridge Upper Level westbound Mid-Span (Fort Lee) 2 Right lanes of 4 lanes blocked,George Washington Brg,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-11-03 10:51:00,61.0,61.0,64.0,30.32,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4046199,Source1,2,2022-03-14 07:40:05+00:00,2022-03-14 09:54:46+00:00,40.84968924502921,-73.94211888278035,40.85488924502921,-73.96691888278035,1.345,Port Authority NY/NJ: Crash on George Washington Bridge Lower Level westbound New Jersey Side (Fort Lee) 1 Right lane of 3 lanes blocked,Cross Bronx Expy,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-03-14 07:51:00,36.0,36.0,55.0,30.27,10.0,VAR,3.0,0.0,Fair,False,False,False,False,True,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-4046350,Source1,2,2022-01-06 10:10:03+00:00,2022-06-16 17:10:45+00:00,40.822832,-73.955832,40.822266,-73.956193,0.043,Incident on RIVERSIDE DR near RIVERSIDE DR Drive with caution.,12th Ave,New York,New York,NY,10031,US,US/Eastern,KNYC,2022-01-06 09:51:00,37.0,29.0,42.0,29.81,10.0,W,12.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4046421,Source1,2,2022-07-26 08:08:07+00:00,2022-07-26 09:16:01+00:00,40.848302,-73.936256,40.851604,-73.952048,0.856,Slow traffic on I-95 S - US-1 S - Trans-Manhattan Expy W - US-9 S from Amsterdam Ave/Harlem River Dr (George Washington Bridge (Upper Level)/I-95) to Hudson Ter (George Washington Bridge (Upper Level)/I-95) due to accident.,I-95 S,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-07-26 07:51:00,72.0,72.0,64.0,29.93,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4046422,Source1,2,2022-02-15 12:18:30+00:00,2022-02-15 15:26:06+00:00,40.848617,-73.937081,40.851604,-73.952048,0.809,Slow traffic on I-95 S - US-1 S - Trans-Manhattan Expy W - US-9 S from Amsterdam Ave/Harlem River Dr (George Washington Bridge (Upper Level)/I-95) to Hudson Ter (George Washington Bridge (Upper Level)/I-95) due to accident.,I-95 S,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-02-15 11:51:00,,,,,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-4046614,Source1,2,2022-10-03 20:15:00+00:00,2022-10-03 21:20:30+00:00,40.782699,-73.94408100000003,40.766908,-73.95060699999998,1.143,Stationary traffic on FDR Dr S from 106th St/Exit 15 (FDR Dr) to 71st St/Exit 13 (FDR Dr) due to accident.,FDR Dr S,New York,New York,NY,10128,US,US/Eastern,KNYC,2022-10-03 19:51:00,49.0,45.0,86.0,30.09,8.0,NE,8.0,0.04,Light Rain,True,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-4046632,Source1,2,2022-09-16 07:15:35+00:00,2022-09-16 09:27:35+00:00,40.850011,-73.944792,40.849828,-73.943849,0.051,Port Authority NY/NJ: Crash on George Washington Bridge Lower Level eastbound Exit 1A - Henry Hudson Parkway (Manhattan) 1 Right lane of 2 lanes blocked,George Washington Brg,New York,New York,NY,10032,US,US/Eastern,KNYC,2022-09-16 06:51:00,58.0,58.0,70.0,30.11,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4046633,Source1,2,2022-08-17 18:04:33+00:00,2022-08-17 18:14:31+00:00,40.850278,-73.94614,40.848923,-73.939417,0.364,Slow traffic on US-1 N - Trans-Manhattan Expy E - I-95 N - US-9 N from Hudson Ter/Palisades Pkwy (George Washington Bridge (Lower Level)/I-95) to US-9/Henry Hudson Pkwy (George Washington Bridge (Lower Level)/I-95) due to accident.,George Washington Brg,New York,New York,NY,10032,US,US/Eastern,KNYC,2022-08-17 17:51:00,78.0,78.0,46.0,29.84,10.0,WSW,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4046634,Source1,2,2022-07-30 18:40:25+00:00,2022-07-30 21:04:59+00:00,40.850065,-73.944816,40.84999000000001,-73.94445,0.02,Incident on I-95 near I-95 Drive with caution.,George Washington Brg,New York,New York,NY,10032,US,US/Eastern,KNYC,2022-07-30 18:51:00,84.0,84.0,34.0,29.96,10.0,WNW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4046635,Source1,2,2022-07-25 17:25:20+00:00,2022-07-25 19:05:39+00:00,40.851449,-73.952134,40.84579,-73.92990400000002,1.226,Slow traffic on US-1 N - Trans-Manhattan Expy E - I-95 N - US-9 N from Hudson Ter/Palisades Pkwy (George Washington Bridge (Lower Level)/I-95) to Washington Bridge (Upper Level Split) (George Washington Bridge (Lower Level)/I-95) due to accident.,George Washington Brg,New York,New York,NY,10032,US,US/Eastern,KNYC,2022-07-25 16:51:00,81.0,81.0,82.0,29.75,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4046636,Source1,2,2022-04-21 09:11:06+00:00,2022-04-21 11:16:26+00:00,40.848745107455976,-73.93862128222494,40.846885107455975,-73.93353128222495,0.295,Port Authority NY/NJ: Crash on George Washington Bridge Lower Level eastbound Lower Trans Manhattan Expressway (Manhattan) 1 Right lane of 3 lanes blocked,Cross Bronx Expy,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-04-21 08:51:00,49.0,47.0,59.0,30.41,10.0,VAR,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4046930,Source1,2,2022-05-25 07:21:43+00:00,2022-05-25 08:21:39+00:00,40.75895,-73.99965300000002,40.766591,-74.021275,1.249,Slow traffic on NY-495 W - NJ-495 W from 39th St/40th St (NY-495) to Park Ave (NJ-495) due to accident.,Lincoln Tunl W,New York,New York,NY,10018,US,US/Eastern,KNYC,2022-05-25 06:51:00,56.0,56.0,77.0,30.28,10.0,VAR,5.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4046948,Source1,2,2022-11-01 01:12:39+00:00,2022-11-01 02:56:37+00:00,40.80293298,-73.93046737,40.79981298,-73.92989737,0.218,NYSDOT - Region 11: Crash on Harlem River Drive southbound at 125th Street (New York) 1 Left lane of 3 lanes blocked,Harlem River Dr,New York,New York,NY,10035,US,US/Eastern,KNYC,2022-11-01 01:10:00,59.0,59.0,93.0,29.92,3.0,CALM,0.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-4046949,Source1,2,2022-08-23 05:41:00+00:00,2022-08-23 10:29:00+00:00,40.809094,-73.93490899999998,40.799824,-73.929906,0.6920000000000001,Stationary traffic on Harlem River Dr S from 5th Ave/Exit 22 (Harlem River Dr) to Willis Avenue Bridge/Exit 18 (Harlem River Dr) due to accident.,Harlem River Dr,New York,New York,NY,10037,US,US/Eastern,KNYC,2022-08-23 05:41:00,73.0,73.0,93.0,29.71,2.0,CALM,0.0,0.0,Fog,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-4047316,Source1,2,2022-09-18 19:28:01+00:00,2022-09-18 20:59:13+00:00,40.819557,-73.934308,40.821444,-73.934363,0.13,Incident on HARLEM RIVER DR near HARLEM RIVER DR Drive with caution.,Harlem River Dr N,New York,New York,NY,10037,US,US/Eastern,KNYC,2022-09-18 19:51:00,79.0,79.0,50.0,29.88,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-4047771,Source1,2,2022-07-21 13:59:48+00:00,2022-07-21 14:53:52+00:00,40.715824,-73.994919,40.724772,-74.00931,0.975,Slow traffic on Canal St from Allen St/Avenue of the Immigrants to W Side Hwy due to accident.,Canal St,New York,New York,NY,10002,US,US/Eastern,KJRB,2022-07-21 13:51:00,77.0,77.0,94.0,29.56,4.0,CALM,0.0,0.16,Light Rain,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4047937,Source1,2,2022-09-29 20:15:52+00:00,2022-09-29 20:48:30+00:00,40.799824,-73.929906,40.797548,-73.929365,0.16,Stationary traffic on FDR Dr S from I-278/Triborough Bridge/Exit 17 (FDR Dr) to 116th St/Exit 16 (FDR Dr) due to accident.,FDR Dr S,New York,New York,NY,10035,US,US/Eastern,KNYC,2022-09-29 19:51:00,61.0,61.0,52.0,30.24,10.0,NE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4050684,Source1,2,2022-05-04 13:11:12+00:00,2022-05-04 15:15:25+00:00,40.755813,-73.986411,40.754143,-73.982461,0.237,Slow traffic from 7th Ave (W 42nd St) to Park Ave (E 42nd St) due to accident., Broadway,New York,New York,NY,10036-7305,US,US/Eastern,KNYC,2022-05-04 12:51:00,55.0,55.0,89.0,29.88,5.0,VAR,3.0,0.0,Cloudy,False,False,True,False,False,False,True,False,True,False,False,True,False,Day,Day,Day,Day
A-4050736,Source1,2,2022-11-19 17:26:05+00:00,2022-11-19 21:16:24+00:00,40.849455,-73.942159,40.84930900000001,-73.941482,0.037,Crash on George Washington Bridge Lower Level lower level eastbound Exit ramp (New York) All lanes blocked to Henry Hudson Parkway,US-1 N,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-11-19 17:51:00,37.0,33.0,42.0,30.01,10.0,WSW,5.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-4050737,Source1,2,2022-09-16 18:37:54+00:00,2022-09-16 20:36:43+00:00,40.848968,-73.940758,40.848864,-73.940143,0.033,Incident on W 178TH ST near W 178TH ST Drive with caution., W 178th St,New York,New York,NY,10033-6402,US,US/Eastern,KNYC,2022-09-16 18:51:00,74.0,74.0,33.0,30.05,10.0,WNW,3.0,0.0,Fair,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-4050738,Source1,2,2022-02-17 18:28:05+00:00,2022-02-17 20:40:24+00:00,40.848864,-73.940143,40.848679,-73.939187,0.052,Crash on George Washington Bridge Upper Level eastbound ramp to 178th Street (New York) 1 Right lane of 2 lanes blocked, W 178th St,New York,New York,NY,10033-6402,US,US/Eastern,KNYC,2022-02-17 18:51:00,59.0,59.0,67.0,29.75,10.0,VAR,7.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-4050789,Source1,2,2022-09-12 05:52:30+00:00,2022-09-12 10:21:21+00:00,40.799824,-73.929906,40.79188,-73.935299,0.617,Slow traffic on FDR Dr S from I-278/Triborough Bridge/Exit 17 (FDR Dr) to 106th St/Exit 15 (FDR Dr) due to accident.,FDR Dr S,New York,New York,NY,10035,US,US/Eastern,KNYC,2022-09-12 05:51:00,69.0,69.0,93.0,29.77,6.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-4050812,Source1,2,2022-08-19 06:22:39+00:00,2022-08-19 08:10:16+00:00,40.75379491,-74.00700688,40.75446491,-74.00660688,0.051,Incident on 12TH AVE near 12TH AVE Drive with caution., 12th Ave,New York,New York,NY,10001,US,US/Eastern,KNYC,2022-08-19 06:51:00,70.0,70.0,63.0,29.94,10.0,W,3.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4051276,Source1,2,2022-11-01 08:48:04+00:00,2022-11-01 09:00:10+00:00,40.845722,-73.929606,40.845262,-73.927777,0.101,Stationary traffic on US-1 N - Trans-Manhattan Expy E - I-95 N from Amsterdam Av exit [2] to Maj Deegan Expwy (I-87) exit [1C-D] due to accident.,Alexander Hamilton Brg E,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-11-01 08:51:00,60.0,60.0,93.0,29.91,3.0,VAR,3.0,0.0,Cloudy,False,False,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4051435,Source1,2,2022-08-06 00:15:00+00:00,2022-08-06 02:08:30+00:00,40.848442,-73.936173,40.855826,-73.970691,1.875,Slow traffic on I-95 S - US-1 S - Trans-Manhattan Expy W - US-9 S from Amsterdam Ave/Harlem River Dr (George Washington Bridge (Lower Level)/I-95) to Center Ave (George Washington Bridge (Lower Level)/I-95) due to accident.,I-95 S,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-08-06 00:51:00,82.0,82.0,62.0,30.08,10.0,SW,5.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-4051436,Source1,2,2022-06-18 23:00:26+00:00,2022-06-19 01:10:27+00:00,40.849229,-73.939286,40.850332,-73.945411,0.329,Port Authority NY/NJ: Crash on George Washington Bridge Lower Level westbound Exit 1A - Henry Hudson Parkway (Manhattan) to New York Side (New York) right shoulder blocked,I-95 S,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-06-18 22:51:00,60.0,60.0,53.0,29.79,10.0,VAR,5.0,0.0,Mostly Cloudy,False,False,True,False,True,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-4051437,Source1,2,2022-01-28 14:34:44+00:00,2022-01-28 18:47:26+00:00,40.846029,-73.930224,40.855188,-73.969638,2.155,Slow traffic on I-95 S - US-1 S - Trans-Manhattan Expy W - US-9 S from Washington Bridge (Lower Level Split) (George Washington Bridge (Upper Level)/I-95) to Toll Plaza (George Washington Bridge (Upper Level)/I-95) due to accident.,I-95 S,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-01-28 14:51:00,32.0,32.0,82.0,29.97,4.0,VAR,3.0,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4051438,Source1,2,2022-01-16 05:36:00+00:00,2022-01-16 06:25:30+00:00,40.850574,-73.946809,40.851604,-73.952048,0.283,Slow traffic on I-95 S - US-1 S - US-9 S from US-9/178th St/Henry Hudson Pkwy (George Washington Bridge (Upper Level)/I-95) to Hudson Ter (George Washington Bridge (Upper Level)/I-95) due to accident.,George Washington Brg,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-01-16 05:51:00,11.0,0.0,61.0,30.31,10.0,NE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4051447,Source1,2,2022-05-17 06:11:00+00:00,2022-05-17 11:34:07+00:00,40.75121,-73.96560500000002,40.73904,-73.973352,0.934,Slow traffic from 49th St/Tunnel Exit St (FDR Dr) to I-495/Tunnel Exit St/Queens Midtown Tunnel (FDR Dr) due to accident.,FDR Dr S,New York,New York,NY,10017,US,US/Eastern,KNYC,2022-05-17 05:51:00,57.0,57.0,72.0,29.66,10.0,W,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
